benign_malignant,simmetryX,simmetryY,radius,meanR,varianceR,meanG,varianceG,meanB,varianceB
1.0,64663410,53360790,442.7959899902344,29757.77815419024,224041413815.63718,31959.824990132878,258426040435.74173,38514.33590974872,375294818678.2503
0.0,16195815,19524585,240.39439392089844,19683.29139855325,98021997260.26225,17221.015317528454,75031886482.53218,18037.278461106907,82313378762.42924
0.0,66972435,76313595,473.3486633300781,32141.404156337896,261371027889.6596,27685.631022675567,193926493236.06094,34660.20534853119,303941829875.57983
1.0,45220935,34221765,564.413330078125,32893.95060522532,273753688713.60086,22504.97603373806,128140303074.08171,18901.719559543628,90392431586.52
0.0,116943765,92920215,625.6546630859375,38517.2377623185,375351296493.5935,26096.988690355913,172309408528.54807,20213.98153739572,103379024883.47668
0.0,88857045,92543835,456.11566162109375,34066.096161764035,293611127425.71606,23766.30050779999,142906512196.11008,19814.654668557574,99335156779.9619
1.0,76869750,56023500,587.5792846679688,32451.680549194127,266441377635.33627,32411.92577709143,265789043281.05988,37700.07161248793,359593562000.6888
0.0,42893805,42560265,440.9002990722656,33336.43210966487,281168147013.54236,25166.821579832736,160245346205.91534,23424.288013457568,138823250259.43918
0.0,5170635,9243495,334.3877868652344,21627.41060658579,118341833635.34811,15985.286793760833,64650300608.617165,14145.540311958406,50625466354.80412
1.0,140768670,127195530,698.463623046875,43633.16468284256,481682522754.3473,34474.37594843734,300691239928.9681,30992.959434268916,243027086337.52582
0.0,100289460,77016120,513.8765869140625,44234.005004885876,495039451663.168,34123.88317130616,294607882731.2157,32993.23366365163,275408499508.5495
0.0,63611025,54735495,531.8056030273438,39805.90095703882,400887377208.1762,25526.17171149861,164853924930.9351,22379.00759235763,126709700105.98584
0.0,48207750,41528280,615.0537719726562,43196.20845580645,472083446694.9834,31808.42947251246,255983772007.18274,29632.655545291822,222161811133.64792
1.0,28569180,25041510,402.97918701171875,36867.63535377727,343888715298.6881,26547.74567246642,178312992848.86176,21239.73905306659,114137022214.99484
0.0,132454395,146079045,622.13330078125,39004.14720945392,384900885739.11566,30809.26913837362,240154311500.15985,27705.206239243103,194200626038.3367
1.0,132802980,132491370,582.8839111328125,42958.019800631875,466891335830.2386,34515.927779383,301416225343.4265,30130.668681347306,229691814493.7371
0.0,475830,4591530,383.648681640625,43160.609210786926,471305409252.79834,23827.3240341158,143640948013.42108,19864.59397451518,99836125376.13918
0.0,99291900,93942000,592.4767456054688,42689.64628028844,461075894414.2666,33518.51607172183,284247850398.8888,31017.179050775594,243406693949.72833
0.0,78712380,58768830,560.3575439453125,39868.180099176105,402142889651.66064,31047.4928815372,243882886350.64752,27765.42317986488,195046143459.5604
0.0,13200585,13640205,554.6978149414062,38524.98476308166,375502220486.2736,30061.982507271638,228645874618.91135,27386.160786210996,189753922395.50455
0.0,57347970,50986230,470.845947265625,36094.44696132597,329616040905.5432,25611.000138121548,165951432109.4372,22382.436685082874,126748486361.45128
0.0,20591760,27308460,270.7236633300781,27989.532312193445,198207039798.6149,18482.14955683676,86423793963.33804,15385.045714654505,59886120017.79282
0.0,19388925,23847345,476.68585205078125,31300.296835532405,247870317460.50522,17763.896253994153,79837171515.94923,15442.836646323287,60336918557.06044
0.0,84916785,40232625,613.778564453125,27482.799676513852,191095121516.40588,17842.14779702274,80541994968.35388,14705.983761636007,54716258323.89998
0.0,35294550,27302340,407.0095520019531,32235.18922223802,262899014185.00507,23412.471306697,138683262887.4724,20381.249722735673,105097434231.74898
0.0,2323050,5096430,286.2839050292969,29373.97301693219,218299689489.12234,21383.767411794146,115690265997.23364,19310.424816498456,94343584560.87308
0.0,20038155,14898885,348.939208984375,35935.466822590795,326718818251.3379,22317.821771598858,126017833090.18645,14469.515012644102,52970956158.80379
0.0,18570630,13467060,237.17147827148438,31509.204704782675,251189928590.22302,22465.342586462066,127689084232.09557,16749.95000194734,70983184603.34537
1.0,58635720,52664640,354.4545593261719,38079.89206501495,366875749215.94403,34296.325507459034,297593137413.80554,34794.49503357977,306301323827.6065
0.0,16353405,12293805,192.21092224121094,34452.482759597275,300308981437.209,24922.732055112647,157151566060.72684,22886.816012687803,132525168528.70155
0.0,9909300,11657070,204.8592071533203,21542.304058673628,117412234093.66032,15529.046708931568,61012596465.79985,10948.963111442601,30330364331.4687
0.0,37047420,25044570,386.6894836425781,18747.15703328413,88920085329.01726,20144.928120526078,102673901080.10146,27001.710698098792,184463578880.66403
1.0,54810720,37277940,493.8596496582031,28298.186099209815,202602604812.62976,28970.87707775997,212349620663.31805,33180.226327118675,278539747642.4423
0.0,55456635,48966885,435.9203796386719,40360.06327978942,412126928042.05786,26737.841200708237,180875738274.37744,20242.85616524476,103674459681.16173
1.0,5896110,3829590,717.46240234375,44237.28246653665,495113219341.64026,22024.821919433336,122730724259.12006,26861.680560297682,182555498092.01382
1.0,79097685,78976305,546.8289794921875,42962.84298255457,466996137155.97375,34272.89370115086,297186465620.27905,37517.46457438846,356118493031.2122
1.0,35838975,39750675,299.7154846191406,36295.015612290415,333289243275.91595,27045.236703314004,185058579148.50873,21718.559628453728,119341250459.40388
0.0,25013460,21439890,250.78338623046875,35282.249079463116,314948731630.7545,27688.083650077206,193960549481.7415,25114.175822544243,159575410580.9573
0.0,161458350,145135800,614.3796997070312,28142.0870499622,200373839242.8756,15357.179804168905,59669523959.08946,7034.218522785924,12518834623.272764
0.0,38211240,41679240,456.2744140625,49275.15196602915,614303813527.0327,36288.61746857028,333171767347.5249,31434.978350274174,250007937264.48975
0.0,124427250,144888450,634.8980712890625,34399.01526652861,299377925787.73706,19414.89323010708,95367236242.47784,11392.820825564342,32839275126.72069
0.0,72352425,71686365,402.06195068359375,7742.276683850249,15166053655.683004,7040.431444748947,12540972804.854313,6422.882652630054,10437403582.492802
0.0,28486305,24486375,361.63665771484375,16183.04144032935,66259764460.102455,9108.811741211219,20991962485.304413,8457.390267468501,18096840348.627216
0.0,88505655,85625175,421.8970947265625,35797.93088253809,324222731050.2932,19066.20357547526,91972340152.41034,10507.224600276973,27932320478.639126
0.0,245214885,137454435,867.0785522460938,39446.61271849622,393683162933.4713,22286.22139541955,125661104817.9071,14217.623757860374,51142597360.50081
0.0,255809880,154998180,884.812255859375,45241.6345511021,517850044604.1064,26381.00765697916,176080282756.92426,20915.243745390453,110676185188.50525
0.0,55608615,88051245,514.6614990234375,32428.1519424505,266055778550.1702,16219.316522250872,66557172464.99722,10595.011963667619,28400996439.731647
0.0,452747655,462341775,1137.9754638671875,43928.38166863424,488222631164.4168,36748.285205642074,341666040881.93823,28499.533972959787,205496135284.7718
0.0,51657900,63387390,429.978515625,51065.760144403,659761336965.8214,35982.54770785595,327575268193.93964,33170.117315911535,278369318773.87146
0.0,70175490,69790440,368.4023132324219,41729.60777331231,440570967047.86176,24739.02610120713,154843382999.3816,22850.695680927915,132107146263.91899
0.0,75630195,72347325,388.50341796875,34937.317636048145,308820769059.9533,16233.207605849133,66670994140.40427,11318.900133991763,32414368568.63554
0.0,47873700,47873700,331.009521484375,46434.8629753915,545526201214.51416,29372.650527325026,218279879867.85184,20894.155880472994,110452966943.72913
0.0,54014610,62099640,336.0317077636719,33358.677248677246,281543419538.82776,17946.648356359005,81488403050.49982,12157.341331079757,37394556061.10434
0.0,196858980,160582170,610.6968383789062,54685.121253472054,756598805011.1309,33404.312013825875,282314122378.78424,29539.308134823055,220764126700.25403
0.0,169777725,137311635,712.632568359375,31404.4071809924,249522074530.30093,17639.163690798727,78719858495.93628,14846.051302875243,55763553538.53647
0.0,18074400,18074400,223.26284790039062,13933.818072799097,49121386694.15302,6010.365829571106,9139724375.23018,4421.839588036117,4946957328.231812
0.0,188139510,129440040,806.3558349609375,44062.71507595509,491213022174.7986,30280.294983393786,231978619708.61404,25184.926001153828,160475785845.0212
0.0,181833360,207833160,795.1936645507812,35386.98737451174,316821820593.35297,27375.181839972254,189601944451.8187,26185.373003268687,173478786701.34836
0.0,202507230,232431990,771.3004760742188,33247.33142181778,279666848948.49097,26505.181784996897,177741650170.4758,23188.118570497292,136037550210.54924
0.0,22602945,22602945,194.8855438232422,35045.8589334266,310742666307.51666,19558.044596622254,96778434659.51166,12759.54822369386,41190674340.427155
0.0,87867645,73011345,723.083984375,37735.543714089996,360270968729.9123,18905.78834387756,90431383279.37833,12774.706781519515,41288848848.933105
0.0,155636700,120479850,560.375732421875,26131.390069924448,172763776269.47702,13874.553005947597,48704225614.04134,10255.46041633178,26609688440.623386
0.0,92751915,92751915,446.8136291503906,31319.18198238818,248169650437.7339,19789.16460700569,99079419289.60371,11964.195233866601,36215666444.244865
0.0,75535335,76026975,343.5092468261719,38121.02847607708,367668592591.6115,29653.794294722367,222478494027.10358,28342.091297858427,203231644107.21268
0.0,74512530,82486380,606.4696044921875,35108.0429060279,311846548972.91284,20341.35486434052,104686019398.47652,11048.69441763427,30885390100.586723
0.0,149571270,139097400,495.7462463378906,34871.271510223,307654567353.3121,17135.490794357327,74288630206.01372,10266.152844001677,26665274718.27383
0.0,122110065,111349575,755.0204467773438,50090.347911617806,634797811552.1782,28877.607854345977,210984262023.46686,24209.410427552742,148284746271.9601
0.0,84627360,77482770,412.7485046386719,44222.183567761065,494774885072.1343,30574.053731559154,236501315226.11395,24040.82513740237,146226622854.47327
0.0,191064870,150178680,1031.733642578125,40795.7987038647,421074460950.8704,26834.795179008932,182190427290.69498,25103.247704101796,159436941646.94333
0.0,162094320,144845100,521.706298828125,46351.674995764864,543573349064.7322,32761.599422139403,271554919655.84125,25119.3723295123,159641388119.0003
0.0,186149490,165999390,675.608642578125,42430.87794741416,455503131445.7559,28253.70674380645,201966041615.03497,30729.201208651517,238907581533.14865
0.0,25407180,25407180,203.891357421875,42521.29606768638,457446534909.5454,23623.768065759366,141197219959.27994,12862.238799229195,41856422742.864235
0.0,77860170,128948910,602.6743774414062,41493.73548082911,435604823164.7902,21913.96830164624,121498410035.57605,17969.286952281353,81694163225.07108
0.0,109120875,86946075,729.6363525390625,46682.76394363175,551366560122.3379,30825.376305875463,240405505408.5055,23497.591652072646,139693123227.99716
0.0,184085520,183310320,540.7760009765625,42666.082768622975,460567111706.43823,24385.400434129744,150448534246.87732,15280.86362591148,59077958655.441055
0.0,62217195,62864385,343.6138000488281,40538.77208082535,415784788491.99884,20993.895236664855,111510099340.69553,14839.528749841145,55714652743.0259
0.0,93117585,115857975,515.441650390625,31808.429083018043,255983708881.96182,20978.01309331729,111341513204.64172,18167.405426221492,83505382464.05257
0.0,135513120,149384610,732.1644897460938,41932.78980031403,444871807077.86926,26837.857199418995,182231582486.19418,21072.91009606465,112351080775.49251
0.0,68868105,66842895,577.8787231445312,43913.51264354583,487891912936.8302,30489.078779680527,235188412042.68488,24740.105137429844,154856869061.94217
0.0,244235430,182487180,757.2072143554688,47057.16564551956,560246070246.0103,30846.25952595992,240731298989.5426,23611.029316278957,141045031709.2698
0.0,149999160,129565500,578.7653198242188,34030.41005079629,292996276207.44525,15802.69028206558,63181621498.2922,12665.062135347958,40582959784.799866
0.0,108545085,131981625,589.4307861328125,39721.599922477864,399191232280.4014,19589.529567181242,97090423552.53175,14514.927599859195,53303883355.81989
0.0,205241340,194093250,807.6536865234375,44888.274782925444,509792191436.83026,34892.099130221046,308021981058.4635,38275.89801271648,370662219042.49744
0.0,112150020,101061600,441.3503723144531,34321.28364562732,298026274404.95306,18148.11186437837,83328086388.0926,8999.533842556899,20491381014.486214
0.0,68457810,74888400,390.0111999511719,22586.495559695908,129070267417.72234,11181.185248398633,31630518194.888638,7556.569763093117,14447146041.177853
0.0,129364050,133184970,583.211181640625,18659.679972282884,88092575981.40508,14304.56083067361,51770172463.02001,13027.090290609778,42936354800.06206
0.0,180699120,177577920,528.8801879882812,40268.26610381107,410254421341.7884,20405.63199090114,105348454225.40533,24824.393798163615,155914070924.14908
0.0,36702660,36702660,249.36380004882812,47256.211579079005,564995665371.2908,25473.7792846622,164177826779.76758,18151.724251729982,83361212529.37688
0.0,113915385,113915385,417.4356689453125,40615.042844959,417350753158.095,22145.61409988651,124080495921.5406,14320.385403165692,51884633882.66577
0.0,58539585,72088245,403.5882873535156,28793.663631636475,209759520139.87552,20700.62324238855,108416540245.184,16145.115564611124,65949538973.958496
0.0,81125445,82609545,396.4392395019531,30426.621789587327,234226457667.40674,21530.980459966668,117288819813.77399,17116.99125343597,74128283095.72556
0.0,153539325,134884035,859.1178588867188,35233.59171539087,314081869494.9703,25693.913978461376,167028474990.2735,23738.22271728006,142569438040.00916
0.0,197333790,154619250,668.7964477539062,39826.368153522155,401299624889.0504,21057.359702370813,112185272299.84042,14970.067071093425,56699138730.96698
0.0,114888210,114301710,477.736572265625,25347.199089721857,162550469493.26993,18450.440070996032,86127680271.41943,17949.0146469133,81509939624.00655
1.0,295555455,286196955,785.0872192382812,35545.20127052786,319660960012.7948,21240.825080114468,114148701056.13795,22152.721160204444,124160166060.07002
1.0,355426395,361139925,920.765380859375,32155.417164442126,261599457733.35715,24038.477353412276,146198501470.48505,25512.57746804366,164678809918.71487
1.0,164539770,161112570,657.5487670898438,33468.529411764706,283401333965.1812,22623.694741081017,129495819567.06682,19553.191966949053,96730637444.75418
1.0,109315440,72933570,840.8535766601562,40301.65462029867,410935157923.7968,30083.875208282214,228979014027.83484,23046.647587207477,134383026845.7309
1.0,111453870,127400040,577.9224853515625,32050.172424389988,259889349370.94577,23491.932115283693,139625748133.74493,24854.964097951422,156298275032.88583
1.0,146976135,176319495,622.114990234375,38829.070116396,381453307130.11584,15603.520292290004,61598954447.493034,7844.342112545018,15568362133.95652
1.0,165531720,162364110,684.3896484375,41663.95059444611,439185902014.48486,20810.996214429804,109575906787.47543,23499.605935877076,139717217239.42117
1.0,197176455,200532255,752.8025512695312,43224.62450105723,472704934375.5265,28376.305085330026,203722819241.38577,29879.464010104708,225877833507.0357
1.0,188569440,216730620,690.7108154296875,23293.361226962843,137275565121.68275,14634.440758828205,54185297046.28166,15783.03506226382,63024654297.18258
1.0,332369550,308650470,790.1275024414062,49074.80625425716,609318708668.2012,33273.225145893804,280102809098.63745,26467.17169752272,177232570003.91382
1.0,156948165,145539465,704.7899780273438,40903.90254620095,423308498269.76385,25413.171888470875,163397756189.58786,17980.180124473947,81793236316.32196
1.0,79675005,66770475,456.28564453125,31146.051636896667,245433531373.9826,18859.794319749337,89991800173.07936,11227.07909400194,31890701604.504757
1.0,275901585,289811835,687.548828125,31714.940852104843,254481118621.55264,21899.487680005328,121337770186.65834,14455.256747268968,52866478360.909096
1.0,203362500,183357750,782.2919311523438,43773.133041216235,484777610087.1167,32229.141836712937,262799709430.18756,21393.804942536088,115798765411.77078
1.0,79682910,79682910,398.7579345703125,41645.66624637579,438800353177.9205,21182.742493967653,113525153185.09601,15261.542968875006,58928481295.34255
1.0,237936930,239605140,743.2227783203125,24309.104778182653,149509271708.7009,19290.276208393174,94147081641.48557,16844.112354749497,71783833275.0932
1.0,128101800,162584430,793.5040893554688,34791.10708018871,306241745706.91943,19686.86889416451,98057842223.30339,13060.427097310852,43156379869.83453
1.0,36354585,37342455,275.7877502441406,37804.402381364955,361586903626.6869,23144.364829071466,135524857350.71472,19381.39881674382,95038307010.54376
1.0,15452490,18129480,261.28826904296875,55954.6245811544,792135176345.4033,30109.49135670924,229368934566.4827,24579.953979558933,152858739120.61478
1.0,43933185,52914285,335.6739501953125,35952.789887248895,327034638281.0998,19229.039648369435,93550745160.92015,19706.397248108635,98252863138.42625
1.0,28904760,20363790,390.4767150878906,49011.420177039676,607745788044.5051,26591.903807723662,178906849625.2163,18017.020373269464,82128780291.79857
1.0,59422395,52510365,401.9071044921875,33478.530778620494,283571080520.24567,17539.6868792735,77835059714.23326,13326.028307481824,44929815461.218765
1.0,51534225,42996825,330.2484436035156,53023.307614677826,711313325139.1788,35243.168264548156,314251632952.4817,32664.60618186512,269949754354.13477
1.0,41427810,31105920,321.9798583984375,39649.90598027127,397752316499.8374,20547.82602699721,106822461824.53658,17541.805357258745,77853794573.04291
1.0,36771765,34482375,339.4161376953125,41929.43117143628,444801163396.422,24737.241487796455,154821553377.22015,22256.91098200811,125331032978.44774
1.0,18133560,18133560,206.4130401611328,29154.06766790415,215044069784.23575,9107.26016706041,20985233443.431416,7372.964689503881,13753877238.075937
1.0,20522655,19444005,276.7380676269531,46541.59959581759,548037568252.2745,30753.72990071171,239289865586.8153,30106.186187505493,229319264295.70645
1.0,40299435,41107275,279.238037109375,55787.682143854094,787415731801.8666,38854.12403461431,381946319419.96405,29179.986693961102,215426418206.1806
1.0,56784675,50457105,382.3738098144531,49407.07554132679,617597823358.5737,31247.61303401804,247036705990.51794,25482.69968464539,164292880442.0813
1.0,13519845,13536675,240.84677124023438,41401.34017720302,433667038984.64844,18380.766489221813,85478162985.845,17418.88953377649,76766013030.91272
1.0,36791655,25312575,285.0598449707031,51631.54819001373,674462427002.4303,30477.709208143446,235013724156.932,26569.08784254413,178600298626.38736
1.0,21941730,19912950,358.7995300292969,49007.275,607643093147.9502,27487.039285714287,191154465362.67538,23039.412500000002,134298879029.94522
1.0,41627220,40452690,332.4222717285156,35721.34935293054,322837394446.68036,15154.133430630538,58102139593.058815,10719.220610647586,29070806289.923485
1.0,18341640,12398610,282.0909423828125,33373.20321730437,281789033611.35657,20909.739275652097,110618219267.21336,19079.55284922294,92101328267.11484
1.0,30783855,26529435,285.89971923828125,43081.348667320926,469576337212.55945,28473.95533689061,205127382630.01175,28998.170157867713,212749844145.67142
1.0,26760720,28413120,239.36558532714844,49339.8239375542,615917907877.5615,33969.43354293148,291947731369.2168,27860.39581526453,196382914374.62424
1.0,6268410,5171910,300.6315002441406,43524.102517450134,479277494228.7749,26580.296321413214,178750603377.04337,22616.441992788383,129412747925.26514
0.0,23464080,23464080,216.2436065673828,30804.25550991132,240076509695.70355,17423.97186358894,76810913540.89038,22262.470494261866,125393366528.68558
0.0,11400030,8192640,216.80270385742188,44038.401054621434,490671146878.29803,21937.258531489406,121756692996.20038,26057.43035518854,171787281886.0422
0.0,140925240,120235560,600.818115234375,54776.90971598754,759141117376.9775,26796.198818007888,181666264337.6602,23687.880780709194,141964731430.97983
0.0,37501320,42389670,301.0150451660156,50751.28238132245,651661035347.496,30934.931432549707,242117561952.16354,31622.54460527168,253000470160.45642
0.0,86655120,86655120,395.6732482910156,42755.62257227271,462502723499.7054,23541.669275860448,140217743312.5293,23392.521319859694,138446454155.32407
0.0,84692130,82464960,381.7337951660156,53511.73015036738,724478150318.8826,25855.643689126846,169136921674.08972,13241.016368115283,44358125505.80297
0.0,37439100,37625250,385.75732421875,52353.98895671857,693468688135.4597,33898.001749091156,290720611201.24524,25184.555782289593,160471113103.63937
0.0,67017060,51253980,373.3009338378906,49652.81063632868,623756778105.4625,25273.471374008484,161606204026.8844,18295.02882478312,84682668934.69049
0.0,17478210,19823190,297.5400390625,43506.958295623735,478899947221.6754,23061.299302250896,134553526670.61452,19196.001664087817,93228613412.5963
0.0,20050140,20050140,169.9044647216797,44434.418082616874,499535654258.4751,27019.18095334995,184702230725.20856,26273.879661189396,174653065223.38852
0.0,39039480,33297390,365.1763610839844,54003.10057868915,737844330277.2075,30223.23581582589,231105220175.3824,23727.162945024535,142436208264.60016
0.0,161036070,147627150,613.8595581054688,55082.79076362965,767642786793.4886,26529.681897927687,178070358742.84628,17961.29473413447,81621312284.60706
0.0,89636580,96262500,514.3378295898438,49767.36215959291,626637839067.0309,22335.452804339315,126216949275.86902,18920.66902458573,90573661309.09727
0.0,12013560,12589860,312.54156494140625,43583.55399568035,480588152908.7554,24208.61663066955,148275342814.70282,19693.38768898488,98122876401.40665
0.0,52664895,52664895,314.0328674316406,33536.23679967462,284548735082.4,8984.17638685124,20421667422.040707,6794.795767180395,11681195040.362314
0.0,106146810,68932620,653.019287109375,41932.196584550904,444859752404.93896,26658.34619317486,179802182962.09747,30463.60177577429,234795760245.0915
0.0,43043745,27073605,357.9417724609375,42795.95264868933,463375545779.00507,26452.08464779673,177030498620.4291,29497.16491575037,220134601541.062
0.0,72705345,51774435,394.6144714355469,34565.938272582505,302290510238.2925,17239.870492077316,75196431304.34593,24123.664229595022,147236144402.74997
0.0,75287220,57496890,479.6515197753906,34199.236112401384,295911292346.15796,19487.355903042284,96080538836.11752,20404.528477520093,105337388052.1765
0.0,67693320,77243070,508.4161071777344,49312.31434743249,615231278356.1383,27790.942165310098,195404822771.3666,20893.888721619154,110450774419.84827
0.0,16062450,15662610,169.4404296875,23337.293358222592,137793437672.66278,12617.816489570008,40280636324.69792,15500.022844163643,60784417997.84919
0.0,15413220,13663410,222.24290466308594,25322.00934500473,162227910257.95636,11986.266898742733,36349524569.02524,9766.276784507232,24131684963.017212
0.0,41715960,37888410,261.1148376464844,39572.15035901833,396193983238.5519,17790.74625799307,80079577161.77248,15181.721769728145,58314616663.11748
0.0,31334400,28901700,232.26551818847656,25769.032470703125,168006110239.32092,8768.656860351562,19453798077.98628,10156.991577148438,26101488109.76382
0.0,152334960,106939860,768.7062377929688,53720.80269875258,730150438744.6311,32468.608037230886,266719783094.74524,27729.134133859134,194536580945.1007
0.0,176310060,125700210,830.1110229492188,52876.519014945654,707380513043.0079,27134.142034646742,186277525745.89847,19288.711732336957,94131738944.35033
0.0,78431370,83631330,539.8123779296875,36861.45593372074,343773854217.8359,17929.145791202733,81329829441.48166,15336.454534918112,59508911372.253365
0.0,181380225,138453525,677.493408203125,53970.195058869824,736945451337.6462,33034.81956947609,276103604116.90955,29654.799437678397,222494265326.92407
0.0,50828385,39660405,385.1534423828125,44909.06521039013,510265171440.7436,26283.214487989604,174777736286.1502,17528.04552067254,77731559934.96545
0.0,108701145,77240265,550.3201904296875,53134.443671076435,714298326588.4757,27372.26183371153,189561092996.09366,23406.95479261577,138617558643.59927
0.0,234366930,198851550,714.8717041015625,54858.69698392783,761409549028.6534,30765.902863446157,239478826477.16504,22965.326783498866,133436291385.60522
0.0,31053645,27360225,298.14215087890625,47293.013690698295,565876280686.6434,21180.163220402228,113497769457.49437,15765.28140561267,62882967795.987045
0.0,8853090,8292600,117.37455749511719,21640.618555216315,118486577959.55139,8558.937870845095,18534232395.126427,8157.142836568926,16834873253.633205
0.0,22918125,21570195,181.82110595703125,37143.69085379811,349058807896.2299,18856.691736699257,89962537975.91869,16309.443445276478,67299016699.455444
0.0,37660695,28515375,351.1271667480469,43932.18431785145,488307426021.03687,23289.52282874999,137230393190.74127,17589.01987500976,78273466548.02672
0.0,9188670,5412630,286.7980041503906,52136.75833567952,687726018243.295,31103.478763624662,244763076303.48483,22307.645396774322,125903154745.01894
